,time,px,google_trend,twitter_sent
90,2016-03-31,2.4710000000000036,61.0,0.30303223728812584
91,2016-04-01,1.8480000000000132,58.0,0.3845635475852205
92,2016-04-02,2.676999999999964,29.0,0.38036821156906614
93,2016-04-03,-0.3009999999999877,31.0,0.3703564239420416
94,2016-04-04,0.03100000000000591,28.0,0.343071343226049
95,2016-04-05,3.237000000000023,33.0,0.3664030989488871
96,2016-04-06,-0.9530000000000314,35.0,0.4016246644587693
97,2016-04-07,-0.4959999999999809,32.0,0.37313929085672115
98,2016-04-08,-3.115000000000009,33.0,0.35222293328498055
99,2016-04-09,0.3299999999999841,27.0,0.3803665518560914
100,2016-04-10,2.6920000000000073,29.0,0.3514143225039535
101,2016-04-11,1.879000000000019,34.0,0.34973914997956124
102,2016-04-12,3.0,34.0,0.31412367876621267
