Time,bit-x,bitbay,bitfinex,bitflyer,bithumb,bitstamp,coinbase,gemini,kraken,others
2019-06-08 00:00:00 UTC,16683.5635,1456.7429069,4772.31246906998,3146.45456636,1985.34510528,5220.03496755,5891.3104293,428.0189378384,6255.8941827,2718.3396535066313
2019-06-09 00:00:00 UTC,15968.8531,1194.17905672,6830.13942395997,4707.30517815998,2656.8152218,4433.62019262,8865.69631001998,586.9696213614,7254.74179335,3307.845831372678
2019-06-10 00:00:00 UTC,16619.9309,1856.25191189,8903.84373159002,6706.63944138995,4285.59820566,8273.58908016999,11768.81640148,1339.7090326251,13409.12576695,4326.041691698519
2019-06-11 00:00:00 UTC,16463.2875,1651.01283608,6526.84616841998,4431.84945123999,3113.61037596,6594.03947345999,9436.18620139999,1084.9663507626,11944.59676536,4023.336851029677
2019-06-12 00:00:00 UTC,16606.7486,2094.43070299,9144.94452831008,5528.92230165999,3425.43767579,10011.50508615,15089.6428987,1842.9646556209,14123.81302295,5251.443968409322
2019-06-13 00:00:00 UTC,15892.9354,1628.83422064,8889.61669612,4030.68232087,2759.4348007,8366.09286915,10491.14370745,971.2138148701,10151.22326915,3532.5261281803496
2019-06-14 00:00:00 UTC,15714.4599,3327.54158998,12713.63852327,5652.13662948999,4326.49907836,9875.43023358,15041.47536689,1508.9124822623,12666.54731807,4662.570951832848
2019-06-15 00:00:00 UTC,14044.9885,1923.49176582,9399.94799689001,4811.98824602999,2385.15130343,6023.68850367,12048.0241971,920.9357390504,9321.44201342001,3343.6065733797313
2019-06-16 00:00:00 UTC,15370.7561,3214.3362909,20902.55367207,11237.2546205999,6927.16187240999,17423.67141285,26311.5374733699,3091.451270721,21504.83812617,6013.4645669860965
2019-06-17 00:00:00 UTC,16013.0821,2525.82505108,14168.46532358,8125.13828625996,4372.05548638001,14553.91460365,23980.32505092,2980.0478928961,15534.61901201,4093.6510530868527
2019-06-18 00:00:00 UTC,16681.0762,3050.8759718,10598.61778311,6022.88815461998,3850.11312725,12951.78600312,19181.17692729,2560.8181888151,13507.75569779,3904.085894183574
2019-06-19 00:00:00 UTC,13389.1228,1921.13284205,5765.53374888999,3589.17661563,2560.265963,5614.60075686,10908.18630876,2017.1623052864,8688.72008319,2811.4496733312517
2019-06-20 00:00:00 UTC,14712.076,2178.61454737,10592.87044766,4988.5761413,4750.183709,9547.29603541999,14380.88909681,1988.8614926996,12537.43960889,3785.8129324537194
2019-06-21 00:00:00 UTC,14513.6815,2738.95121349,22297.6247752303,8204.62146569998,5900.48320126,14426.97170595,28431.7253180001,3004.8802157791,17973.6539659499,5466.791980967321
2019-06-22 00:00:00 UTC,13327.1387,3517.08619172,36659.6243708818,15966.6877611997,14632.94537771,17424.7138741,45585.2062722303,5157.3350124626,25672.23839173,8431.933390382274
2019-06-23 00:00:00 UTC,13916.0695,1841.30073704,18589.9396485707,7908.59257093994,6491.06870990003,9140.48782075999,20480.31131679,1833.203947435,12043.4304649,4094.2703159088196
2019-06-24 00:00:00 UTC,15029.8963,2489.34182343,14402.6245050101,7016.53709405996,5201.37680038,10200.76004475,18590.70788489,2015.9689061335,11959.74058311,4103.428405258865
2019-06-25 00:00:00 UTC,13201.2936,2946.15536869,21786.4039503801,11206.3039033399,9250.39075491997,15733.62592943,31316.90493069,3011.2606582517,23259.19946581,6614.240087867915
2019-06-26 00:00:00 UTC,9146.6299,4591.19701087,55241.7124803383,24338.1923914895,27608.3911950899,45367.62006299,96931.2555997715,10928.3518676658,49065.04113751,13415.664269276762
2019-06-27 00:00:00 UTC,5976.3728,6761.90397456,47606.0874004641,25779.0488167895,32226.35856452,43253.96799237,91173.5510555308,9062.652800825,45173.9524626499,13350.981170716697
2019-06-28 00:00:00 UTC,4279.0981,5027.48803939,31983.5226333813,17199.2277117297,17447.88195468,21949.1055929,48795.8608421898,3871.6838468097,26521.72815427,7435.441989051734
2019-06-29 00:00:00 UTC,7417.9769,3539.59558701,20428.9710230284,11789.0717523798,10761.69511287,14047.67763985,32152.06297603,2819.3494221265,18321.78698858,4659.469631300878
2019-06-30 00:00:00 UTC,6970.8872,2672.41643414,19105.1445201237,10738.0599855999,9755.03923831999,14345.56103902,32643.04121993,3327.5770156775,19208.37412449,5169.84476927237
2019-07-01 00:00:00 UTC,7105.0805,4331.62749147,24903.2784965911,15276.4141737297,16908.9087213699,25891.96478978,46116.1887200501,5301.5206445817,27035.77079424,6330.267402104223
2019-07-02 00:00:00 UTC,7386.3298,4086.23842646,28825.462968015,16524.9110610298,21793.4083782499,24078.58546288,50933.1610315802,3877.4433798558,30570.0355487899,8125.563555126474
2019-07-03 00:00:00 UTC,6694.2201,2500.59705896,28089.7788388326,16692.1589710498,16425.1548583999,22791.82953871,44453.91703327,4604.799383584,29326.8288902899,6230.767556985876
2019-07-04 00:00:00 UTC,6986.24,3519.83884581,19843.2064428291,10213.7639017498,11649.11298987,13408.01998884,26356.3879477899,2539.0883349059,16189.85369427,4120.709377376553
2019-07-05 00:00:00 UTC,7262.6719,1929.03353661,16366.1570290171,9910.2588487499,9974.39747175,13998.20916227,24132.53872473,2095.2712433014,15473.82844199,3870.163171142629
2019-07-06 00:00:00 UTC,7700.4737,2969.97206559,12208.0857554192,7287.81128921995,6917.89567651999,9052.23313181999,17777.24686258,1148.0952346426,10405.23792619,3079.945014870478
2019-07-07 00:00:00 UTC,7530.699,2375.01897672,8423.29424403649,5591.90041580997,4250.19246914,7765.27882899999,13013.55466232,828.1399071202,8416.37724455,2068.0292745659744
2019-07-08 00:00:00 UTC,7323.7404,2265.9179164,17838.6154782058,8217.97919184993,9345.52789281999,14005.03576768,24266.5645349699,2406.0358627856,15322.31282375,3763.385606240228
2019-07-09 00:00:00 UTC,7059.5271,2706.57626423,19130.9552709892,10841.5781636798,12173.7040456,18049.60068746,32423.8097162099,3496.3250336531,19223.52596872,4798.308224053782
2019-07-10 00:00:00 UTC,6937.0923,2322.5105127,35901.1826573138,16063.4921259997,17207.9893164899,24488.59572397,48317.5025987499,6346.4130163769,26585.5560684399,7956.475718574772
2019-07-11 00:00:00 UTC,6988.2762,3686.07616929,21451.4536795137,14763.4822164798,16942.09044593,21671.22757933,42989.8808559405,4691.24151988369,25593.68102135,7087.6426485048605
2019-07-12 00:00:00 UTC,6281.718,3168.94178935,12247.8982874,8845.5288458999,11150.40274298,10424.13810951,21217.65680638,1796.6927203934,13022.30839008,2951.41950632869
2019-07-13 00:00:00 UTC,6895.0385,2061.57507695,14703.2370747901,7277.09323293993,6253.42656415,10733.91240484,20926.6284960399,2235.1593477037,12871.86083972,3969.527580436373
2019-07-14 00:00:00 UTC,7577.5656,2552.58519672,22495.7614898603,10864.2290093699,12244.69206074,13901.41320617,29730.32800184,2302.3657105831,13376.19202029,4433.1381723581735
2019-07-15 00:00:00 UTC,6668.4908,3164.39934601,21436.0647549102,12638.0161293998,14836.71383397,18391.69539408,38943.8489358301,3214.9824917068,18802.29507523,5539.767632346563
2019-07-16 00:00:00 UTC,6844.7312,2874.52518574,25953.4533755206,14903.3609837498,16096.7163231299,24128.50218565,49398.5489777305,5348.53140697229,26489.0527525199,7336.522209141327
2019-07-17 00:00:00 UTC,5737.7498,3817.87135445,23128.1501617101,16528.8574725998,19199.0354949499,19873.0735719199,40842.46757472,3948.5133893941,24531.28687396,6186.134068906793
2019-07-18 00:00:00 UTC,6497.7266,3421.012485,28829.0102244808,13549.6278477498,16184.42310699,20872.90886499,38634.3651001402,4253.1328535652,23569.0770591299,5459.133123553258
2019-07-19 00:00:00 UTC,5849.2359,2809.06141409,13153.1415130301,10983.7764072999,9452.06471791999,15715.52687069,22660.90520379,2046.5758686437,13567.30195771,4266.814595281287
2019-07-20 00:00:00 UTC,6186.3379,2159.50042718,12131.4374416802,9006.70978854993,7473.40079595998,11202.57176711,20608.75701685,2035.7968168256,11191.57514075,4356.649682756338
2019-07-21 00:00:00 UTC,6044.986,2235.02777768,8247.37818016996,5811.76732496996,5352.93524767999,6489.29659525,13487.89012313,1126.1828081291,8691.33519827,3353.5165920283134
2019-07-22 00:00:00 UTC,5805.1289,2102.16729967,10901.58849605,6039.77829143996,4817.56644274,10806.54218838,18130.80968175,2168.3998350723,11649.89556581,3776.834537746452
2019-07-23 00:00:00 UTC,5845.0845,2242.64167424,9766.29494046997,5283.75965712997,5720.53742413999,10414.07389333,20785.86008397,2143.5448273818,14192.29572151,3058.667676029353
2019-07-24 00:00:00 UTC,6077.938,1209.55209865,11574.75755505,5252.80233535997,7030.58551713,11204.33784368,20933.88651522,2073.9817508348,14549.77788805,3438.3305259696526
2019-07-25 00:00:00 UTC,5675.2501,1649.66747617,9211.07112960002,4549.78171117998,4814.45430722,7570.02859738,15381.40426877,1479.1125196287,9756.97054773,2982.2425080443136
2019-07-26 00:00:00 UTC,6078.8301,1387.18708254,5116.22858011998,3044.08122194,3152.6971527,6599.98789353,11958.45537855,1331.6928390631,8401.46171743,2613.1843431688076
2019-07-27 00:00:00 UTC,6110.1449,1771.34159087,11774.2521765501,5089.75456976996,6305.65149043998,11171.73010761,21313.7108172901,2757.2580573333,11509.91927804,4317.096040755354
2019-07-28 00:00:00 UTC,6482.2586,1675.83753574,7754.3995605903,3725.75087864998,3524.92377202,4510.30734485,11317.8957367002,1351.6715581938,6480.06780121998,2000.9879678206312
2019-07-29 00:00:00 UTC,6074.778,1477.0623762,5696.48724956999,3982.23506712998,3655.35923132,6049.95763624,11909.82349514,1252.1072673192,9781.15864652,2695.0887500073627
2019-07-30 00:00:00 UTC,6391.2517,1288.46741246,5188.09845511998,3965.85256951998,3216.17542267,6449.77193386,11200.43435309,1266.752613706,8189.92313557001,2731.584032229578
2019-07-31 00:00:00 UTC,5856.4066,1762.81565518,7900.16921424995,5498.56282011997,6001.00369261001,9272.11463029999,15545.9558418199,1380.0055131288,11734.96519818,3384.414126512525
2019-08-01 00:00:00 UTC,5718.0672,1172.73418151,7677.34264405997,4624.95484479998,5381.08156677999,8897.49413474,17132.81747823,1342.2035954986,11036.44477308,3023.8583111986122
2019-08-02 00:00:00 UTC,5446.9822,1162.05976095,8439.87873054006,5047.26725894998,5596.95944739,10562.74100205,16097.63372154,2161.491843793,9479.50933724999,3515.9814809419686
2019-08-03 00:00:00 UTC,5643.3507,1228.81349581,7421.47359399997,4661.89578094999,4096.37472884,7675.23503287,12005.13554367,1264.4497919446,6425.42283704,2354.999286867455
2019-08-04 00:00:00 UTC,5487.5414,1503.94058261,9230.39659314997,4959.46434412997,5532.16541723,8429.80443504,13708.1238637,948.3280598247,7873.06667389,3167.080601772311
2019-08-05 00:00:00 UTC,5418.0853,1278.20585505,16130.5312786901,9879.6125502799,10876.51671521,19403.68189818,27695.781174,2362.1932906622,15995.88919578,5922.130673436775
2019-08-06 00:00:00 UTC,5179.5838,1982.15346733,19094.6802794604,9328.8994157399,13515.04641887,19271.06300411,29988.05847744,3586.6559276928,18543.64174957,5995.199354395804
2019-08-07 00:00:00 UTC,5509.1431,2059.53321045,13658.9001052802,8804.0939846299,10036.02637077,17420.30307125,26503.74123616,3583.1625881299,16307.28902761,4400.656321850953
2019-08-08 00:00:00 UTC,5347.5901,1663.06582331,10988.14552463,6638.97087823995,6303.11156862999,11332.08650087,17508.07024098,1226.6791721546,9901.10473398,3742.20579054763
2019-08-09 00:00:00 UTC,5414.6953,1356.77790102,7808.28743735999,4766.58107756998,5162.80086874999,8622.89094852,13682.70989004,1530.479474608,9116.20326939,2763.512417835506
2019-08-10 00:00:00 UTC,5503.4486,1232.89221217,8829.96336879006,4716.97942771996,5915.35324483997,8636.55532013,16207.4556785601,2708.4711421474,8746.39286115998,2854.0159652262128
2019-08-11 00:00:00 UTC,5216.67,1306.7026195,5494.43040825997,3420.11735873999,3580.80141024001,5113.61325915,8618.23749841999,849.5623422031,5573.77222013,1726.5521935338973
2019-08-12 00:00:00 UTC,5073.1923,933.3057976,3201.42597529998,2452.05371509,2304.18297571,4204.6059427,6992.2969882,828.4414585499,4854.83711809999,1803.1445031459564
2019-08-13 00:00:00 UTC,5391.3123,1316.35977657,9004.00070497002,3934.11705725998,5228.47630837999,10372.78543557,15203.27415848,2259.6540053918,10196.87589273,2975.403435355734
2019-08-14 00:00:00 UTC,5681.6353,1407.53665511,14507.8385104601,7270.88262450995,9108.28486538996,14964.14038595,28916.4187528601,3454.3884527738,16510.05793075,4945.1398591832785
2019-08-15 00:00:00 UTC,6080.115,2990.46578932,17368.17966885,10110.6968506899,12742.4527463,18278.80200296,33294.3122231399,4401.980662935,22162.99127497,5120.329684022743
2019-08-16 00:00:00 UTC,5655.8921,3087.78234845,12890.55656975,8534.07226751993,10225.4164254,12852.28552985,22853.39956372,2266.3650806696,14688.68677938,3877.943201042482
2019-08-17 00:00:00 UTC,5924.7233,2109.80275511,4885.63998834997,3809.35907800999,4067.48326716,4470.72272601,8612.0598127,482.9974982628,6203.26444725,1908.0425169966513
2019-08-18 00:00:00 UTC,6194.0697,1905.17662708,3901.85390470999,3001.09302763,2506.69136545,3872.19749826,8005.18412459,637.518156337,4655.11647957,1614.8845223978558
2019-08-19 00:00:00 UTC,5451.1182,1726.98632599,7375.38019863004,4950.11017369997,,9189.78997727,14503.48998543,1580.2358785763,9210.58600802999,2724.5225592601023
2019-08-20 00:00:00 UTC,5533.8022,1718.79397451,5830.91975681996,3797.590869,,6796.97111626,10578.98568524,894.4033726328,7362.44593611,2259.0178092617643
2019-08-21 00:00:00 UTC,4246.8356,2143.62088061,11600.4683785901,5693.24108506997,,12136.87026012,20262.62120901,3066.6267452277,15218.75664008,3964.130879108808
2019-08-22 00:00:00 UTC,4011.2168,1856.35192544,6533.30404456998,5412.88909819998,,8215.09582512,12446.37851574,1417.5594457127,10904.38722191,2697.7655863817963
2019-08-23 00:00:00 UTC,4307.1456,1414.84826247,6391.24399498998,4066.46128865999,,6728.29620522,10795.62543223,1407.7889672611,7349.88207948,2457.830281559492
2019-08-24 00:00:00 UTC,4569.1451,1456.07458942,5409.27540946999,3503.43606596999,,5792.79021475,9326.23614047,1409.6909323471,6954.93924579,2507.8641016288657
2019-08-25 00:00:00 UTC,5864.0001,1263.86364441,5170.26188551996,4062.38828898999,,4584.31927206,8183.73052776999,1085.7557648714,6528.96457897,2259.0642008353466
2019-08-26 00:00:00 UTC,5701.688,1775.1997445,8979.04620731016,6657.38512174996,,8441.90081454001,15838.2744286301,2655.76747500669,11641.40575345,3248.103843987859
2019-08-27 00:00:00 UTC,5718.453,1811.76299501,4518.47246488998,3127.41178176,,5846.28284885,8771.55888845,1058.2591961927,6389.79559050001,2383.3351004177057
2019-08-28 00:00:00 UTC,5907.5995,1994.88175248,10356.4790130104,5588.73126738997,,11179.47351354,20399.2546064502,3434.05827747899,12345.1907799,4028.712371572155
2019-08-29 00:00:00 UTC,6035.3609,1861.88558259,7081.07803893997,5031.45155832998,,9170.66809499,17039.97541735,1984.2193769038,11749.62047276,3386.784306797876
2019-08-30 00:00:00 UTC,5997.4685,1484.12831126,3754.77640185999,2904.02876842,,6576.54567938,10483.77387259,1076.615491868,8074.53811123,2578.9280854832114
2019-08-31 00:00:00 UTC,6349.3222,1004.62686869,2754.09590111998,1683.35387311,,2138.9300572,4733.59424195999,375.4401391382,3254.19145779,1402.629889401595
2019-09-01 00:00:00 UTC,6219.6347,799.15722678,2828.32427654998,1936.58274686,,2357.63490488,4958.41196376,402.6336125859,3855.56692022,1416.4779319707868
2019-09-02 00:00:00 UTC,6262.8699,1284.681643,11140.3001920002,5030.86903379997,,8004.08079563,14902.3147497,1229.0113857036,11823.2820853,3359.438873623166
2019-09-03 00:00:00 UTC,6294.006,2401.25417368,10739.3653575801,6048.12913141996,,13375.52545194,18627.3101998,1812.2310062408,13423.50489309,3684.0101744173107
2019-09-04 00:00:00 UTC,6162.2855,1661.93455974,6254.72308920999,4193.47559054999,,11642.33551905,14451.82504525,1470.3212579662,11202.26835301,2764.063957861084
2019-09-05 00:00:00 UTC,6060.2764,1682.90767135,3012.41430648,3769.15557894,,5389.10933198,8643.56192606,808.1752692657,6423.233021,1962.469428973049
2019-09-06 00:00:00 UTC,6537.5486,1513.57920423,11252.3148041701,5754.42803156997,,13085.66056603,18649.00056239,3250.8948096614,14926.10211392,3871.15491266791
2019-09-07 00:00:00 UTC,6574.0086,1316.30817843,3376.30614228999,2121.01453216,,3602.84203227,5222.00591303,656.044197635,4015.22858753,1422.4409489845887
2019-09-08 00:00:00 UTC,6332.5369,1164.99098016,3505.55885029,2478.58445859999,,3744.78853689,5729.90643014999,477.8413957476,4018.83709516,1567.4846665562998
2019-09-09 00:00:00 UTC,5946.4388,1484.30610154,5201.53303372998,3747.50063278999,,7094.43947633,11479.49751189,1323.327772038,8657.11010520999,2548.722168476928
2019-09-10 00:00:00 UTC,5911.2353,1237.36688584,4211.66529481004,2589.84686555,,5694.07346367999,9812.97832655999,1143.7095634262,8105.92833915,2367.302822247735
2019-09-11 00:00:00 UTC,5963.9041,1339.11116993,4221.48267732999,3547.69524800999,,5603.70557702,9790.06309581,1137.393537093,9374.05116752,2647.724096212155
2019-09-12 00:00:00 UTC,6074.9082,1315.45513524,4402.71457760998,3266.36137583999,,5896.20484635,9291.76696370997,832.6534754393,8964.63289917,2038.7873415710624
2019-09-13 00:00:00 UTC,5341.4361,1335.35344849,4501.81303182999,2565.6425995,,4550.2462922,8105.18400541999,833.1647440555,7286.65595419,2018.492118389881
2019-09-14 00:00:00 UTC,5823.2905,984.31801153,3157.74265391999,1550.68055519,,3007.40157791,5076.92414243999,288.310651552,3469.78657228,1365.5901693014353
2019-09-15 00:00:00 UTC,5762.4858,1017.86638624,1885.6285794,1296.72615862,,2640.74510302,3248.5222043,322.4119095843,2173.48577948,929.9512778653345
2019-09-16 00:00:00 UTC,5945.7739,1183.02774456,5455.20921517998,2412.51143598999,,6332.86715364,9142.32755404,1159.3479564766,7135.66907153,1920.587361692331
2019-09-17 00:00:00 UTC,5521.9901,1567.11552639,2944.73433784,1933.95735851,,6024.62908177,7067.49627398,661.4485471688,5616.29210613,1863.776291977785
2019-09-18 00:00:00 UTC,5305.4504,1036.62956463,3339.17191254,2658.42694757,,4728.52309776,6714.83256177,1758.5278083514,5709.04275919,1579.7658536829401
2019-09-19 00:00:00 UTC,6095.0411,2060.59400958,9534.85579089017,4702.50644994998,,9505.61476134999,18909.6377752402,2523.2022595883,12276.54758552,4159.3359608885
2019-09-20 00:00:00 UTC,5855.2747,1341.6802198,2514.16347485,2475.99647192,,5239.20505815,7143.66645053999,925.3004152883,5509.94585226,1913.764029486763
2019-09-21 00:00:00 UTC,5781.0514,1474.83072746,2979.88388401999,2190.22649176,,4757.46256951999,5658.43080944,471.1493185759,3814.00222205,1408.211851438387
2019-09-22 00:00:00 UTC,6139.7206,1424.16041848,2753.46679224999,2221.77422347,,3647.10438313,5985.29160466999,326.619437454,3630.31057001,1462.579261599389
2019-09-23 00:00:00 UTC,5892.6399,1085.95431587,5489.73040838999,3427.90966206999,,6545.04252857,13265.77989989,2114.5865460284,8246.36672549,2554.9385454569865
2019-09-24 00:00:00 UTC,6238.6343,2216.26610775,34682.24882651,12188.7550412199,,33523.3779977402,46090.7623949703,9639.38870225632,33402.5965153702,8656.013011216422
2019-09-25 00:00:00 UTC,6892.0558,2066.27042502,12773.9630290799,9181.33804533995,,20098.29187782,27674.9164602798,2894.5153381953,18734.93845811,4771.582231690375
2019-09-26 00:00:00 UTC,6894.5164,2115.11059147,15418.9930222603,8036.21317109996,,19950.28869504,31805.5799380003,5752.4777014718,19603.48781391,5647.892380911622
2019-09-27 00:00:00 UTC,7058.6459,2253.35580416,7469.15589623996,5076.36003529998,,12070.72853394,18326.9653301099,1713.6864009116,13400.97057408,3451.62846681873
2019-09-28 00:00:00 UTC,7115.5452,1868.28437891,5448.66037286005,2852.79688460999,,7214.68624435,10212.5976358,1064.9377635481,6469.00304288999,2272.658286331817
2019-09-29 00:00:00 UTC,6521.0877,2273.14771718,6143.57880320997,2695.16636266,,6136.22011882,8312.69555133999,730.9114106016,7547.48623678,1968.8486004343083
2019-09-30 00:00:00 UTC,6883.439,2979.34012274,10906.43648669,6199.82526951997,,11900.06720584,17821.66397824,2580.7825975536,14649.35293382,3939.0657753910345
2019-10-01 00:00:00 UTC,6877.541,1718.1660694,5835.93129997997,4601.58910239999,,11911.92087913,14717.13433815,1640.4615774468,12647.27280167,3156.141229516953
2019-10-02 00:00:00 UTC,6829.3266,1333.33376524,3449.86707430999,2738.44050329,,5996.74172037,8632.12931247,1705.7830776974,7286.76960437,2069.045076207545
2019-10-03 00:00:00 UTC,6909.0033,2167.05399147,3716.23972709,3022.04087009,,9697.30159252,9108.40403208,1186.9819005702,8544.41978037,2002.342490661187
2019-10-04 00:00:00 UTC,6640.9623,1467.71240308,3051.67351221999,2793.10814253,,7174.18625874,8652.87816434,864.017680255,6685.24508115,1928.7789306809511
2019-10-05 00:00:00 UTC,6976.2612,1413.99763103,3327.55123829999,1498.34021096,,5002.23081285,4432.60845728,234.1828383876,4254.43361543,1236.111329791616
2019-10-06 00:00:00 UTC,6584.108,1867.8960012,5822.77240935996,3123.24202325,,7596.51064001,9880.02985810999,999.058717630699,8141.31444151999,2118.222211196996
2019-10-07 00:00:00 UTC,6419.143,2246.74999237,7945.40781586997,3898.04021516999,,11180.04763717,11855.59744512,1115.0167037981,12318.57755576,2810.686909109392
2019-10-08 00:00:00 UTC,6556.9867,1255.13097606,3466.84346321999,2323.19688663,,4461.59716023,6957.22046273,714.4055711898,6836.40954335,1925.9475684572697
2019-10-09 00:00:00 UTC,7951.0996,1635.1669067,8365.24564462011,4724.69834611999,,13315.11379464,16679.10113639,1812.8249658017,11049.04343097,3005.356164113781
2019-10-10 00:00:00 UTC,7635.875,1588.09639749,4319.92257316999,2669.79438732,,8602.35801754999,9244.47129013001,887.2891597166,8194.22772904,2014.8115192846894
2019-10-11 00:00:00 UTC,14398.9763,1579.78150886,6078.27184237001,4035.38794303999,,9326.75563874999,13928.14342687,1648.8882132027,11741.54330216,2574.5092221500627
2019-10-12 00:00:00 UTC,26635.0166,1125.44995694,1707.70646064,1258.61890889,,2213.79144104,3474.13299435,360.5602077825,2715.1494307,1105.9899148095349
